Paper Title,Number_of_Hallmarks,Total_Score,Primary_Hallmark,Primary_Hallmark_Score,Is_Aging_Related
"Interferon-γ inhibits sirtuin 6 gene expression in intestinal epithelial cells through a <i>microRNA-92b</i>-dependent mechanism",1,0.603951,"epigenetic alterations",0.603951,Yes
"Comparison of the Effects of KE and AED Peptides on Functional Activity of Human Skin Fibroblasts during Their Replicative Aging",1,0.891144,"epigenetic alterations",0.891144,Yes
"MiR-363 suppresses the tumor growth of natural killer/T-cell lymphoma via the SIRT6/PI3K/AKT axis",0,0.000000,"None",0.000000,No
"Sirt6-Mediated Endothelial-to-Mesenchymal Transition Contributes Toward Diabetic Cardiomyopathy via the Notch1 Signaling Pathway",0,0.000000,"None",0.000000,No
"Dehydroepiandrosterone sulfate and cytochrome P450 inducers alleviate fatty liver in male rats fed an orotic acid-supplemented diet",1,0.226749,"deregulated nutrient sensing",0.226749,Yes
"Role of SIRT7 in hepatic lipid metabolism",1,3.503577,"epigenetic alterations",3.503577,Yes
"The histone deacetylase SIRT6, a critical modulator of metabolism and tumorigenesis",2,2.587140,"epigenetic alterations",2.355825,Yes
"Characterization of the SIRT genes and their distinct expression patterns in Manila clams (Ruditapes philippinarum) exposed to air",0,0.000000,"None",0.000000,No
"Measuring the performance of service orientated IT management",0,0.000000,"None",0.000000,No
"SIRT6LinksHistoneH3Lysine9Deacetylation to NF-kB-Dependent Gene Expression and Organismal Life Span",1,4.004492,"epigenetic alterations",4.004492,Yes
"The VISTA Speech Enhancement System for AM Radio Broadcasting",0,0.000000,"None",0.000000,No
"FUCOIDANS ARE NOVEL SENOTHERAPEUTICS THAT ENHANCE SIRT6 AND DNA REPAIR ACTIVITY",3,2.519031,"genome instability",1.247837,Yes
"The impact of irradiation on ginsenoside variations in red ginseng and its hypoglycemic effects in type 1 diabetic mice",1,0.506872,"deregulated nutrient sensing",0.506872,Yes
"CTRP4 ameliorates inflammation, thereby attenuating the interaction between HUVECs and THP-1 monocytes through SIRT6/Nrf2 signaling",2,1.729499,"epigenetic alterations",0.932048,Yes
"Association of Cytokine Gene Polymorphisms with Inflammatory Responses and Sepsis Outcomes in Surgical and Trauma Patients",1,0.537255,"intercellular communication",0.537255,Yes
"Maladaptive response following glucose overload in <scp>GLUT4</scp> ‐overexpressing <scp>H9C2</scp> cardiomyoblasts",2,0.574617,"epigenetic alterations",0.413319,Yes
"Skeletal phenotypes and molecular mechanisms in aging mice",0,0.000000,"None",0.000000,No
"<i>Lithocarpus polystachyus</i> Rehd. leaves aqueous extract inhibits learning and memory impairment in Alzheimer's disease rats: Involvement of the SIRT6/NLRP3 signaling pathway",0,0.000000,"None",0.000000,No
"Integrative analysis of Anoikis-related genes reveals that FASN is a novel prognostic biomarker and promotes the malignancy of bladder cancer via Wnt/β-catenin pathway",0,0.000000,"None",0.000000,No
"SIRT6 Inhibits the Proliferation and Collagen Synthesis of Keloid Fibroblasts through MAPK/ERK Pathway",0,0.000000,"None",0.000000,No
"Correlation of MicroRNA-125b, Sirtuin, and Signal Transducer and Activator of Transcription 3 with Biochemical Parameters and Risk Factors in Atherosclerosis Patients",1,1.209297,"epigenetic alterations",1.209297,Yes
"Allosteric Activation of SIRT1 by 2,4-Dihydroxy-azaflavanone Averts MPP<sup>+</sup>-Mediated Dysfunction in Mitochondrial Biogenesis and Bioenergetics: Implications for Parkinson’s Disease",1,1.048667,"epigenetic alterations",1.048667,Yes
"Cysteine‐rich 61 inhibition attenuates hepatic insulin resistance and improves lipid metabolism in high‐fat diet fed mice and <scp>HepG2</scp> cells",2,0.905205,"chronic inflammation",0.503995,Yes
"Effect and mechanism of curcumin on colon cancer cell senescence through early growth response 1 (EGR1)",1,0.805507,"cellular senescence",0.805507,Yes
"ADSCs encapsulated in Gelatin methacrylate substrate promotes the repair of peripheral nerve injury by SIRT6/PGC-1α pathway",1,0.600113,"stem cell exhaustion",0.600113,Yes
"Discovery of <i>N</i>-Aryl-<i>N</i>′-[4-(aryloxy)cyclohexyl]squaramide-Based Inhibitors of LXR/SREBP-1c Signaling Pathway Ameliorating Steatotic Liver Disease: Navigating the Role of SIRT6 Activation",0,0.000000,"None",0.000000,No
"Sirtuin 6 is a histone delactylase",0,0.000000,"None",0.000000,No
"The SIRT6/BAP1/xCT signaling axis mediates ferroptosis in cisplatin-induced AKI",0,0.000000,"None",0.000000,No
"Aerobic exercise alleviates statin-induced PCSK9 upregulation by increasing epoxyeicosatrienoic acid levels through the FoxO3a–Sirt6 axis",1,0.067140,"deregulated nutrient sensing",0.067140,Yes
"SIRT6-dependent functional switch via K494 modifications of RE-1 silencing transcription factor",1,0.796499,"epigenetic alterations",0.796499,Yes
"Targeting endoplasmic reticulum stress‐induced lymphatic dysfunction for mitigating bisphosphonate‐related osteonecrosis",0,0.000000,"None",0.000000,No
"Hepatic SIRT6 protects against cholestatic liver disease primarily &lt;i&gt;via&lt;/i&gt; inhibiting bile acid synthesis",0,0.000000,"None",0.000000,No
"SIRT6 mitigates oxidative stress and RSL3-induced ferroptosis in HTR-8/SVneo cells",2,2.245557,"mitochondrial dysfunction",1.260969,Yes
"Sirt6 regulates the Notch signaling pathway and mediates autophagy and regulates podocyte damage in diabetic nephropathy",2,0.707545,"disabled macroautophagy",0.612280,Yes
"Knockdown of zebrafish tmem242 enhances the production of ROS that signals to increase f9a expression resulting in DIC-like condition",0,0.000000,"None",0.000000,No
"Enhancer-driven Shh signaling promotes glia-to-mesenchyme transition during bone repair",0,0.000000,"None",0.000000,No
"The Chemopreventive Effect of Ginsenoside Compound K Is Regulated by PARP-1 Hyperactivation, Which Is Promoted by p62-Dependent SIRT6 Degradation",0,0.000000,"None",0.000000,No
"SIRT6 attenuates calcium oxalate Nephrocalcinosis-induced renal inflammation and oxidative injury via activating NRF2 signaling",2,1.750098,"mitochondrial dysfunction",1.058001,Yes
"Sirt6 loss activates Got1 and facilitates cleft palate through abnormal activating glycolysis",2,1.299221,"epigenetic alterations",1.178136,Yes
"SIRT6 mitigates acute kidney injury by enhancing lipid metabolism and reducing tubular epithelial cell apoptosis via suppression of the ACMSD signaling pathway",1,0.455864,"deregulated nutrient sensing",0.455864,Yes
"Oncogene-induced senescence mitochondrial metabolism and bioenergetics drive the secretory phenotype: further characterization and comparison with other senescence-inducing stimuli",2,1.895723,"cellular senescence",1.437989,Yes
"SIRT6 activator fucoidan extends healthspan and lifespan in aged wild-type mice",1,0.620334,"epigenetic alterations",0.620334,Yes
"DNA stimulates the deacetylase SIRT6 to mono-ADP-ribosylate proteins with histidine repeats",1,0.585938,"genome instability",0.585938,Yes
"Ubiquitin-specific peptidase 10 attenuates bleomycin-induced pulmonary fibrosis via modulating autophagy depending on sirtuin 6-mediated AKT/mTOR",3,2.154144,"disabled macroautophagy",0.840804,Yes
"Sirt6 deficiency exacerbates angiotensin II-induced lipid nephrotoxicity by affecting PLD6-derived cardiolipin metabolism in podocytes",1,0.438083,"deregulated nutrient sensing",0.438083,Yes
"Down-regulation of serum SIRT6 levels is associated with an increased risk of chronic intestinal inflammation in children exposed to airborne particulate matter and polycyclic aromatic hydrocarbons from e-waste",1,0.588011,"chronic inflammation",0.588011,Yes
"Sirtuins in Central Nervous System Tumors—Molecular Mechanisms and Therapeutic Targeting",0,0.000000,"None",0.000000,No
"Sirtuins in mitophagy: key gatekeepers of mitochondrial quality",2,4.031672,"epigenetic alterations",2.272145,Yes
"Hyperactivation of the m6A demethylase FTO to down-regulate SLC7A11/xCT-mediated redox homeostasis and epigenetic remodeling in facial infiltrating lipomatosis",1,0.475521,"epigenetic alterations",0.475521,Yes
"Impact Of Sirt6 And Sirt7 Genetic Polymorphisms On Risk Of Early-Onset Ischemic Stroke",2,1.699201,"epigenetic alterations",1.233597,Yes
"Reduced LINC00467 Elevates microRNA-125a-3p to Suppress Cisplatin Resistance in Non-Small Cell Lung Cancer Through Inhibiting Sirtuin 6 and Inactivating the ERK1/2 Signaling Pathway",1,0.611690,"epigenetic alterations",0.611690,Yes
"Abstract 1152: Targeted inhibition of SIRT6 by engineered exosomes suppressed tumorigenesis and metastasis in prostate cancer",0,0.000000,"None",0.000000,No
"A Novel Mechanism for SIRT1 Activators That Does Not Rely on the Chemical Moiety Immediately C-Terminal to the Acetyl-Lysine of the Substrate",1,3.034921,"epigenetic alterations",3.034921,Yes
"Sirtuin 6 Overexpression Improves Rotator Cuff Tendon-to-Bone Healing in the Aged",1,0.499110,"epigenetic alterations",0.499110,Yes
"Wu-zhu-yu Decoction reduces early brain injury following subarachnoid hemorrhage in vivo and in vitro by activating the Nrf2 antioxidant system via SIRT6 targeting",1,0.639762,"mitochondrial dysfunction",0.639762,Yes
"Sirtuin 6 ameliorates arthritis through modulating cyclic AMP-responsive element binding protein/CCN1/cyclooxygenase 2 pathway in osteoblasts",0,0.000000,"None",0.000000,No
"GC-MS Analysis, Antioxidant, Antidiabetic Activity, and ADMET Study of Diospyros mespiliformis Hochst. Ex A. DC. Ebenaceae Stembark",0,0.000000,"None",0.000000,No
"A Novel Synthetic Lethal Approach Targeting SIRT6 in Acute Myeloid Leukemia",1,1.127154,"genome instability",1.127154,Yes
"SIRT6 as a transcriptional coactivator of GATA4 prevents doxorubicin cardiotoxicity independently of its deacylase activity",1,1.644452,"epigenetic alterations",1.644452,Yes
"NCAPD3 Regulates Tumor Growth and Predicts Prognosis in Diffuse Large B-Cell Lymphoma",0,0.000000,"None",0.000000,No
"Influence of SIRT6 regulation of cellular glycometabolism on radiosensitivity of non-small-cell lung cancer A549 cells.",1,0.574967,"epigenetic alterations",0.574967,Yes
"Inhibitory effects of<i>Sargassum horneri</i>extract against endoplasmic reticulum stress in HepG2 cells",0,0.000000,"None",0.000000,No
"Mammalian MutY Homolog (MYH or MUTYH) is Critical for Telomere Integrity under Oxidative Stress",2,2.597137,"telomere attrition",1.311106,Yes
"Gluconeogenesis Alteration and p53-SIRT6-Fox01 Signaling Adaptive Regulation in Sheep from Different Grazing Periods",1,0.322570,"deregulated nutrient sensing",0.322570,Yes
"Aberrant Expression of SIRT6 and VNN1 in Peripheral Blood Monocytes of Children with Primary Nephrotic Syndrome and Its Diagnostic and Prognostic Values",1,0.871957,"epigenetic alterations",0.871957,Yes
"Analysis and identification of the necroptosis landscape on therapy and prognosis in bladder cancer",0,0.000000,"None",0.000000,No
"Inhibition of the AKT1/mTOR pathway through SIRT6 over expression downregulated the expression of programmed death-ligand 1 and prolonged overall survival in lung adenocarcinoma",1,0.734485,"epigenetic alterations",0.734485,Yes
"Emerging topics on basic research in hypertension: interorgan communication and the need for interresearcher collaboration",0,0.000000,"None",0.000000,No
"Rapamycin reduces oxidative stress-induced senescence by increasing sirtuin-1 in small airway epithelial cells",3,1.932756,"mitochondrial dysfunction",0.679818,Yes
"High dose NAD+ boosting as pan-sirtuin activation increases atherosclerotic plaques and systemic inflammation in Apoe knockout mice",2,1.257276,"epigenetic alterations",0.659005,Yes
"Sirt6 regulates the proliferation of neural precursor cells and cortical neurogenesis in mice",2,2.552314,"epigenetic alterations",2.216281,Yes
"Downregulation of SIRT6 and NMNAT2 is associated with proliferative diabetic retinopathy.",1,0.926843,"epigenetic alterations",0.926843,Yes
"DNA stimulates SIRT6 to mono-ADP-ribosylate proteins within histidine repeats",2,3.881583,"epigenetic alterations",2.978278,Yes
"Abstract 1151: SIRT6 induces EMT and promotes cancer cell invasion and migration in prostate cancer",1,1.149675,"epigenetic alterations",1.149675,Yes
"Sirtuin expression is decreased in malignant breast tissue and is associated with patient outcome.",2,1.937770,"epigenetic alterations",1.475679,Yes
"Evaluating the Role of Sirtuins 5, 6 &amp; 7 in Breast Cancer.",2,3.313400,"epigenetic alterations",1.962889,Yes
"A Role for SIRT6 in Secretion",1,1.513299,"epigenetic alterations",1.513299,Yes
"Abstract 366: Sirtuin 6 Reduces Osteogenic Signaling in Aortic Valve Interstitial Cells and Vascular Smooth Muscle Cells",1,1.443549,"epigenetic alterations",1.443549,Yes
"Markers of Aging in Cells of Patients with Cockayne Syndrome. General and Individual Differences",2,0.780436,"telomere attrition",0.425556,Yes
"dysregulation-of-sirtuins-in-cancer",1,0.478682,"epigenetic alterations",0.478682,Yes
"SIRT6 is a DNA Double-Strand Break Sensor",1,2.505631,"genome instability",2.505631,Yes
"Finding the gas pedal on a slow sirtuin",2,3.413076,"epigenetic alterations",3.313390,Yes
"Deacetylation of a deacetylase drives the DNA damage response",2,3.220200,"epigenetic alterations",1.956294,Yes
"Molecular Mechanism of Nuclear Tau Accumulation and its Role in Protein Synthesis",0,0.000000,"None",0.000000,No
"Sirtuin 6 regulates the proliferation and survival of clear cell renal cell carcinoma cells via B‑cell lymphoma 2",1,1.235151,"epigenetic alterations",1.235151,Yes
"<i>In silico</i>screening of small molecule modulators and their binding studies against human sirtuin-6 protein",2,2.078739,"epigenetic alterations",1.912371,Yes
"[The role of SIRT6 in nonalcoholic steatohepatitis].",3,3.329800,"epigenetic alterations",2.409489,Yes
"Corrigendum to Cai J, Liu Z, Huang X, et al. The deacetylase sirtuin 6 protects against kidney fibrosis by epigenetically blocking β-catenin target gene expression Kidney Int. 2020;97:106–118",0,0.000000,"None",0.000000,No
"Inhibition of SIRT6 Potentiates the Anti-Tumor Effect of Doxorubicin through Suppression of the DNA Damage Repair Pathway in Osteosarcoma",2,1.713561,"genome instability",1.101761,Yes
"CK2α/CSNK2A1 Induces Resistance to Doxorubicin Through SIRT6 Mediated Activation of the DNA Damage Repair Pathway",2,2.416380,"genome instability",1.776558,Yes
"Correction: Over Expression of Wild Type or a Catalytically Dead Mutant of SIRTUIN 6 Does Not Influence NFκB Responses",1,4.197575,"epigenetic alterations",4.197575,Yes
"Phosphorylation by GSK-3β Increases the Stability of SIRT6 to Alleviate TGF-β-Induced Fibrotic Response in Renal Tubular Cells",0,0.000000,"None",0.000000,No
"The correlation of serum sirt6 with clinical outcome and prognosis in patients with gastric cancer",0,0.000000,"None",0.000000,No
"Overexpression of sirtuin 6 suppresses allergic airway inflammation through the deacetylation of GATA3",2,1.693347,"epigenetic alterations",1.125781,Yes
"SIRT6 activation rescues the age-related decline in DNA damage repair in primary human chondrocytes",3,2.806622,"genome instability",1.734565,Yes
"Prognostic value of sirtuin family members and experimental verification identify SIRT5 as diagnostic biomarkers in clear cell renal cell carcinoma",1,1.795407,"epigenetic alterations",1.795407,Yes
"Enhanced HDAC (Histone Deacetylase) Enzyme Activities in Blood CD 34 + Cells in Patients with Myeloid Metaplasia Myelofibrosis (MMM).",1,0.833778,"epigenetic alterations",0.833778,Yes
"Decreased Expression of SIRT6 Promotes Tumour Cell Growth and Correlates Closely with Poor Prognosis of Ovarian Cancer",0,0.000000,"None",0.000000,No
